Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
West Bank and Gaza,PSE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.3404241701511,24.8637169658953,22.3595984891919,21.4840870786547,9.05157754562319,4.80919476774266,9.6882180621627,8.75559691367438,..,..,..,..
"Yemen, Rep.",YEM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,6429107186.2,7585844974.3,7688888675.9,7723142216.8,7298886699.6,7062871730.7,7193099657.9,7036509959,7055219065.7,7120836024.2,7601630730.3,7351067998.2
"Yemen, Rep.",YEM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-517842928.476896,-14239188.3601923,-133570895.625639,-233104668.580815,-15444808.3545508,787000,5601000,3605670,3331220,..,..,..
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,32726417878.391,35401331609.5916,40415233436.1767,43228585321.3272,42444489522.2303,31317824943.2073,26842228828.5629,21606160783.9845,..,..,..,..
"Yemen, Rep.",YEM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.7190337847532,36.497920216673,30.152279647517,28.3530841757475,22.5859600836688,27.8370760364413,35.2642148550869,50.1466816974903,..,..,..,..
"Yemen, Rep.",YEM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,18.1136666696716,5.89315892251292,9.20895704915077,7.16332422002795,46.4762512255778,0.134410844260984,18.5535661652076,14.8536647661831,..,..,..,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.419,67.343,67.545,67.384,65.873,66.064,65.957,64.575,65.092,64.65,63.753,63.72
"Yemen, Rep.",YEM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.92646170259402,4.57388427656059,4.07952740426758,3.96689108824503,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,53.1,51.6,49.7,48.6,49.3,47.9,46.8,47.2,46.2,43.5,44.6,41.3
